Tour,Commonality with MSA heuristic,Min commonality with MSA,Avg commonality with MSA,Max commonality with MSA
"[0,8,48,51,11,50,10,9,49,54,46,47,55,52,44,45,53,59,67,64,56,57,65,66,58,20,60,61,21,22,62,63,23,12,4,7,15,14,6,1,5,39,41,27,31,13,19,18,30,29,17,16,28,34,70,69,33,32,68,71,35,24,36,37,25,26,38,42,2,3,43,40]",65.28,31.94,39.04,43.06
"[0,8,48,11,51,50,10,9,49,54,46,47,55,52,44,45,53,59,67,64,56,57,65,66,58,20,60,61,21,22,62,63,23,12,4,7,15,14,6,1,5,41,39,27,31,13,19,18,30,29,17,16,28,34,70,69,33,32,68,71,35,24,36,37,25,26,38,42,2,3,43,40]",65.28,31.94,39.04,43.06
"[0,8,48,51,11,10,50,9,49,46,54,55,47,44,52,45,53,59,67,64,56,57,65,66,58,60,20,61,21,22,62,63,23,12,4,7,15,14,6,1,5,13,19,18,30,29,17,16,28,34,70,69,33,32,68,71,35,36,24,25,37,38,26,27,31,39,41,42,2,3,43,40]",65.28,31.94,39.00,43.06
"[0,8,48,51,11,10,50,49,9,54,46,47,55,52,44,45,53,59,67,64,56,57,65,66,58,60,20,21,61,22,62,63,23,12,4,7,15,14,6,5,1,39,41,27,31,13,19,18,30,29,17,16,28,34,70,69,33,32,68,71,35,24,36,37,25,26,38,42,2,3,43,40]",65.28,31.94,39.00,43.06
"[0,8,48,51,11,50,10,9,49,54,46,47,55,52,44,45,53,59,67,64,56,57,65,66,58,20,60,61,21,22,62,63,23,12,4,7,15,14,6,5,1,39,41,27,31,13,19,18,30,29,17,16,28,34,70,69,33,32,68,71,35,24,36,37,25,26,38,42,2,3,43,40]",65.28,31.94,39.00,43.06
"[0,8,48,51,11,10,50,9,49,54,46,47,55,52,44,45,53,59,67,64,56,57,65,66,58,60,20,21,61,62,22,63,23,12,4,7,15,14,6,5,1,39,41,27,31,13,19,18,30,29,17,16,28,34,70,69,33,32,68,71,35,24,36,37,25,26,38,42,2,3,43,40]",65.28,31.94,39.00,43.06
"[0,8,48,51,11,10,50,9,49,54,46,47,55,52,44,45,53,59,67,64,56,57,65,66,58,20,60,61,21,22,62,63,23,12,4,7,15,14,6,1,5,41,39,27,31,19,13,18,30,29,17,16,28,34,70,69,33,32,68,71,35,24,36,37,25,26,38,42,2,3,43,40]",65.28,31.94,38.97,43.06
"[0,8,48,51,11,10,50,9,49,54,46,47,55,52,44,45,53,59,67,64,56,57,65,66,58,20,60,61,21,22,62,63,23,12,4,7,15,14,6,1,5,39,41,31,27,19,13,18,30,29,17,16,28,34,70,69,33,32,68,71,35,24,36,37,25,26,38,42,2,3,43,40]",65.28,31.94,38.97,43.06
"[0,8,48,51,11,10,50,49,9,54,46,47,55,52,44,45,53,59,67,64,56,57,65,66,58,20,60,61,21,22,62,63,23,12,4,7,15,14,6,5,1,39,41,27,31,19,13,18,30,29,17,16,28,34,70,69,33,32,68,71,35,24,36,37,25,26,38,42,2,3,43,40]",65.28,31.94,38.93,43.06
"[0,8,48,51,11,10,50,9,49,46,54,55,47,44,52,59,53,45,67,64,56,57,65,66,58,60,20,21,61,62,22,63,23,12,4,7,15,14,6,1,5,39,41,27,31,13,19,18,30,29,17,16,28,34,70,69,33,32,68,71,35,24,36,37,25,26,38,42,2,3,43,40]",65.28,33.33,38.35,41.67
"[0,3,43,42,2,1,5,6,14,15,7,50,10,11,51,48,8,9,49,46,54,47,55,52,44,45,53,59,67,64,56,57,65,66,58,60,20,21,61,22,62,63,23,4,12,13,19,27,31,30,18,17,29,16,28,34,70,69,33,32,68,71,35,24,36,37,25,26,38,39,41,40]",65.28,30.56,38.23,43.06
"[0,6,14,15,7,50,10,11,51,48,8,9,49,54,46,47,55,52,44,45,53,59,67,64,56,57,65,66,58,60,20,21,61,22,62,63,23,12,4,1,5,39,41,27,31,19,13,18,30,29,17,16,28,34,70,69,33,32,68,71,35,24,36,37,25,26,38,42,2,3,43,40]",65.28,30.56,38.19,43.06
"[0,6,14,15,7,10,50,51,11,48,8,9,49,46,54,55,47,44,52,45,53,59,67,64,56,57,65,66,58,60,20,21,61,22,62,63,23,12,4,1,5,27,31,13,19,18,30,29,17,16,28,34,70,69,33,32,68,71,35,24,36,37,25,26,38,41,39,42,2,3,43,40]",65.28,30.56,38.19,43.06
"[0,8,48,11,51,50,10,9,49,54,46,47,55,52,44,45,59,53,67,64,56,57,65,66,58,20,60,61,21,22,62,63,23,12,4,7,15,14,6,1,5,41,39,27,31,13,19,18,30,29,17,16,28,34,70,69,33,32,68,71,35,24,36,37,25,26,38,42,2,3,43,40]",65.28,31.94,38.00,41.67
"[0,8,48,51,11,10,50,9,49,54,46,47,55,52,44,45,59,53,67,64,56,57,65,66,58,20,60,61,21,22,62,63,23,12,4,7,15,14,6,1,5,39,41,31,27,19,13,18,30,29,17,16,28,34,70,69,33,32,68,71,35,24,36,37,25,26,38,42,2,3,43,40]",65.28,31.94,37.92,41.67
"[0,8,48,51,11,10,50,49,9,54,46,47,55,52,44,45,59,53,67,64,56,57,65,66,58,20,60,61,21,22,62,63,23,12,4,7,15,14,6,1,5,39,41,27,31,19,13,18,30,29,17,16,28,34,70,69,33,32,68,71,35,24,36,37,25,26,38,42,2,3,43,40]",65.28,31.94,37.92,41.67
"[0,5,8,48,11,51,50,10,9,49,46,54,55,47,44,52,53,59,45,67,64,56,57,65,66,58,60,20,61,21,22,62,63,23,12,4,7,15,14,6,1,13,19,18,30,29,17,16,28,34,70,69,33,32,68,71,35,24,36,25,37,38,26,27,31,41,39,42,2,3,43,40]",65.28,31.94,37.81,41.67
"[0,8,48,51,11,10,50,49,9,54,46,47,55,52,44,45,53,59,67,64,56,57,65,66,58,20,60,61,21,22,62,63,23,12,4,7,15,14,6,5,1,39,41,31,27,13,19,18,30,29,17,16,28,34,70,69,33,32,68,71,35,24,36,37,25,26,38,42,2,3,43,40]",65.28,30.56,37.73,43.06
"[0,8,48,51,11,50,10,9,49,54,46,47,55,52,44,45,53,59,67,64,56,57,65,66,58,20,60,61,21,22,62,63,23,12,4,7,15,14,6,1,5,41,39,27,31,13,19,18,30,29,17,16,28,34,70,69,33,32,68,71,35,24,36,37,25,26,38,42,2,3,43,40]",65.28,30.56,37.69,41.67
"[0,8,48,51,11,10,50,49,9,46,54,47,55,52,44,45,53,59,67,64,56,57,65,66,58,60,20,21,61,22,62,63,23,12,4,7,15,14,6,1,5,13,19,27,31,30,18,29,17,16,28,34,70,69,33,32,68,71,35,24,36,37,25,26,38,41,39,42,2,3,43,40]",65.28,30.56,37.69,41.67
"[0,8,48,51,11,10,50,49,9,54,46,47,55,52,44,45,53,59,67,64,56,57,65,66,58,60,20,61,21,22,62,63,23,12,4,7,15,14,6,5,1,39,41,27,31,13,19,18,30,29,17,16,28,34,70,69,33,32,68,71,35,24,36,37,25,26,38,42,2,3,43,40]",65.28,30.56,37.69,41.67
"[0,8,48,11,51,50,10,9,49,54,46,47,55,52,44,45,53,59,67,64,56,57,65,66,58,20,60,61,21,22,62,63,23,12,4,7,15,14,6,5,1,41,39,27,31,19,13,18,30,29,17,16,28,34,70,69,33,32,68,71,35,24,36,37,25,26,38,42,2,3,43,40]",65.28,30.56,37.65,41.67
"[0,8,48,51,11,10,50,9,49,54,46,47,55,52,44,45,53,59,67,64,56,57,65,66,58,20,60,61,21,22,62,63,23,12,4,7,15,14,6,1,5,41,39,31,27,19,13,18,30,29,17,16,28,34,70,69,33,32,68,71,35,24,36,37,25,26,38,42,2,3,43,40]",65.28,30.56,37.62,41.67
"[0,8,48,51,11,10,50,49,9,54,46,47,55,52,44,45,53,59,67,64,56,57,65,66,58,20,60,61,21,22,62,63,23,12,4,7,15,14,6,1,5,39,41,31,27,19,13,18,30,29,17,16,28,34,70,69,33,32,68,71,35,24,36,37,25,26,38,42,2,3,43,40]",65.28,30.56,37.62,41.67
"[0,8,48,51,11,10,50,49,9,54,46,47,55,52,44,45,53,59,67,64,56,57,65,66,58,20,60,61,21,22,62,63,23,12,4,7,15,14,6,5,1,39,41,31,27,19,13,18,30,29,17,16,28,34,70,69,33,32,68,71,35,24,36,37,25,26,38,42,2,3,43,40]",65.28,30.56,37.58,41.67
"[0,8,48,51,11,10,50,9,49,54,46,47,55,52,44,45,53,59,67,64,56,57,65,66,58,20,60,61,21,22,62,63,23,12,4,7,15,14,6,1,5,19,13,27,31,30,18,29,17,16,28,34,70,69,33,32,68,71,35,24,36,37,25,26,38,41,39,42,2,3,43,40]",65.28,30.56,37.50,41.67
"[0,6,14,15,7,10,50,11,51,48,8,9,49,46,54,47,55,52,44,45,53,59,67,64,56,57,65,66,58,60,20,21,61,62,22,23,63,12,4,5,1,39,41,27,31,13,19,18,30,29,17,16,28,34,70,69,33,32,68,71,35,24,36,37,25,26,38,42,2,3,43,40]",65.28,29.17,37.19,43.06
"[0,6,14,15,7,10,50,11,51,48,8,9,49,54,46,47,55,52,44,45,53,59,67,64,56,57,65,66,58,20,60,61,21,22,62,63,23,12,4,1,5,41,39,31,27,13,19,18,30,29,17,16,28,34,70,69,33,32,68,71,35,24,36,37,25,26,38,42,2,3,43,40]",65.28,29.17,36.96,43.06
"[0,6,14,15,7,10,50,51,11,8,48,49,9,46,54,55,47,44,52,59,53,45,67,64,56,57,65,66,58,20,60,61,21,22,62,63,23,12,4,5,1,39,41,27,31,13,19,18,30,29,17,16,28,34,70,69,33,32,68,71,35,24,36,37,25,26,38,42,2,3,43,40]",65.28,31.94,36.96,40.28
"[0,6,14,15,7,10,50,11,51,48,8,9,49,54,46,47,55,52,44,45,53,59,67,64,56,57,65,66,58,60,20,21,61,22,62,63,23,12,4,5,1,41,39,27,31,13,19,18,30,29,17,16,28,34,70,69,33,32,68,71,35,24,36,37,25,26,38,42,2,3,43,40]",65.28,29.17,36.88,41.67
"[0,6,14,15,7,10,50,11,51,48,8,9,49,54,46,47,55,52,44,45,53,59,67,64,56,57,65,66,58,20,60,61,21,22,62,63,23,12,4,5,1,41,39,27,31,19,13,18,30,29,17,16,28,34,70,69,33,32,68,71,35,24,36,37,25,26,38,42,2,3,43,40]",65.28,29.17,36.81,41.67
"[0,8,48,11,51,50,10,9,49,54,46,47,55,52,44,45,53,59,67,64,56,57,65,66,58,60,20,21,61,62,22,23,63,12,4,7,15,14,6,1,5,39,41,27,31,13,19,18,30,29,17,16,28,34,70,69,33,32,68,71,35,24,36,37,25,26,38,42,2,3,43,40]",65.28,29.17,36.73,43.06
"[0,8,48,11,51,50,10,9,49,54,46,47,55,52,44,45,53,59,67,64,56,57,65,66,58,60,20,21,61,62,22,23,63,12,4,7,15,14,6,5,1,39,41,27,31,13,19,18,30,29,17,16,28,34,70,69,33,32,68,71,35,24,36,37,25,26,38,42,2,3,43,40]",65.28,29.17,36.69,43.06
"[0,8,48,51,11,50,10,9,49,54,46,47,55,52,44,45,59,53,67,64,56,57,65,66,58,20,60,61,21,22,62,63,23,12,4,7,15,14,6,1,5,41,39,27,31,13,19,18,30,29,17,16,28,34,70,69,33,32,68,71,35,24,36,37,25,26,38,42,2,3,43,40]",65.28,30.56,36.65,40.28
"[0,8,48,11,51,50,10,9,49,54,46,47,55,52,44,45,59,53,67,64,56,57,65,66,58,60,20,61,21,22,62,63,23,12,4,7,15,14,6,1,5,13,19,18,30,29,17,16,28,34,70,69,33,32,68,71,35,24,36,25,37,38,26,31,27,39,41,42,2,3,43,40]",65.28,30.56,36.65,40.28
"[0,5,6,14,15,7,10,50,11,51,48,8,9,49,54,46,47,55,52,44,45,53,59,67,64,56,57,65,66,58,60,20,61,21,22,62,63,23,12,4,1,13,19,18,30,29,17,16,28,34,70,69,33,32,68,71,35,24,36,37,25,38,26,27,31,39,41,42,2,3,43,40]",65.28,29.17,36.63,41.67
"[0,8,48,51,11,10,50,9,49,54,46,47,55,52,44,45,53,59,67,64,56,57,65,66,58,60,20,21,61,62,22,23,63,12,4,7,15,14,6,5,1,39,41,27,31,19,13,18,30,29,17,16,28,34,70,69,33,32,68,71,35,24,36,37,25,26,38,42,2,3,43,40]",65.28,29.17,36.61,43.06
"[0,8,48,51,11,10,50,49,9,54,46,47,55,52,44,45,59,53,67,64,56,57,65,66,58,20,60,61,21,22,62,63,23,12,4,7,15,14,6,5,1,39,41,31,27,19,13,18,30,29,17,16,28,34,70,69,33,32,68,71,35,24,36,37,25,26,38,42,2,3,43,40]",65.28,30.56,36.54,40.28
"[0,8,48,11,51,50,10,9,49,54,46,47,55,52,44,45,53,59,67,64,56,57,65,66,58,20,60,61,21,22,62,63,23,12,4,7,15,14,6,5,1,41,39,31,27,13,19,18,30,29,17,16,28,34,70,69,33,32,68,71,35,24,36,37,25,26,38,42,2,3,43,40]",65.28,29.17,36.46,41.67
"[0,8,48,51,11,10,50,49,9,54,46,47,55,52,44,45,53,59,67,64,56,57,65,66,58,20,60,61,21,22,62,63,23,12,4,7,15,14,6,1,5,41,39,31,27,13,19,18,30,29,17,16,28,34,70,69,33,32,68,71,35,24,36,37,25,26,38,42,2,3,43,40]",65.28,29.17,36.42,41.67
"[0,8,48,11,51,50,10,9,49,54,46,47,55,52,44,45,53,59,67,64,56,57,65,66,58,60,20,61,21,22,62,63,23,12,4,7,15,14,6,5,1,41,39,27,31,13,19,18,30,29,17,16,28,34,70,69,33,32,68,71,35,24,36,37,25,26,38,42,2,3,43,40]",65.28,29.17,36.42,40.28
"[0,1,8,48,11,51,50,10,9,49,46,54,55,47,44,52,45,53,59,67,64,56,57,65,66,58,60,20,21,61,62,22,63,23,12,4,7,15,14,6,5,13,19,18,30,29,17,16,28,34,70,69,33,32,68,71,35,36,24,25,37,38,26,31,27,41,39,42,2,3,43,40]",65.28,29.17,36.36,40.28
"[0,8,48,51,11,50,10,9,49,54,46,47,55,52,44,45,53,59,67,64,56,57,65,66,58,20,60,61,21,22,62,63,23,12,4,7,15,14,6,5,1,41,39,27,31,19,13,18,30,29,17,16,28,34,70,69,33,32,68,71,35,24,36,37,25,26,38,42,2,3,43,40]",65.28,29.17,36.30,40.28
"[0,8,48,11,51,50,10,9,49,54,46,47,55,52,44,45,53,59,67,64,56,57,65,66,58,20,60,61,21,22,62,63,23,12,4,7,15,14,6,5,1,41,39,31,27,19,13,18,30,29,17,16,28,34,70,69,33,32,68,71,35,24,36,37,25,26,38,42,2,3,43,40]",65.28,29.17,36.30,40.28
"[0,8,48,51,11,10,50,9,49,54,46,47,55,52,44,45,53,59,67,64,56,57,65,66,58,60,20,21,61,22,62,63,23,12,4,7,15,14,6,5,1,41,39,31,27,19,13,18,30,29,17,16,28,34,70,69,33,32,68,71,35,24,36,37,25,26,38,42,2,3,43,40]",65.28,29.17,36.30,40.28
"[0,40,41,39,27,31,19,13,18,30,29,17,16,28,34,70,69,33,32,68,71,35,24,36,37,25,26,38,1,5,8,48,51,11,10,50,9,49,46,54,55,47,44,52,59,53,45,67,64,56,57,65,66,58,60,20,21,61,62,22,23,63,12,4,7,15,14,6,2,42,43,3]",65.28,30.56,35.96,41.67
"[0,6,14,15,7,10,50,11,51,48,8,9,49,54,46,47,55,52,44,45,53,59,67,64,56,57,65,66,58,60,20,21,61,62,22,23,63,12,4,5,1,39,41,27,31,13,19,18,30,29,17,16,28,34,70,69,33,32,68,71,35,24,36,37,25,26,38,42,2,3,43,40]",65.28,27.78,35.84,41.67
"[0,8,48,51,11,10,50,9,49,54,46,47,55,52,44,45,59,53,67,64,56,57,65,66,58,60,20,21,61,62,22,23,63,12,4,7,15,14,6,1,5,39,41,27,31,19,13,18,30,29,17,16,28,34,70,69,33,32,68,71,35,24,36,37,25,26,38,42,2,3,43,40]",65.28,29.17,35.61,41.67
"[0,8,48,51,11,10,50,9,49,54,46,47,55,52,44,45,59,53,67,64,56,57,65,66,58,60,20,21,61,62,22,23,63,12,4,7,15,14,6,5,1,39,41,27,31,19,13,18,30,29,17,16,28,34,70,69,33,32,68,71,35,24,36,37,25,26,38,42,2,3,43,40]",65.28,29.17,35.57,41.67
"[0,6,14,15,7,10,50,11,51,48,8,9,49,54,46,47,55,52,44,45,53,59,67,64,56,57,65,66,58,60,20,21,61,62,22,63,23,12,4,5,1,41,39,27,31,13,19,18,30,29,17,16,28,34,70,69,33,32,68,71,35,24,36,37,25,26,38,42,2,3,43,40]",65.28,27.78,35.53,40.28
"[0,6,14,15,7,10,50,51,11,48,8,9,49,46,54,55,47,44,52,45,53,59,67,64,56,57,65,66,58,60,20,61,21,22,62,63,23,12,4,1,5,39,31,27,19,13,18,30,29,17,16,28,34,70,69,33,32,68,71,35,24,36,37,25,26,38,41,42,2,3,43,40]",65.28,27.78,35.51,40.28
"[0,8,48,51,11,10,50,9,49,54,46,47,55,52,44,45,53,59,67,64,56,57,65,66,58,60,20,21,61,62,22,23,63,12,4,7,15,14,6,1,5,39,41,31,27,13,19,18,30,29,17,16,28,34,70,69,33,32,68,71,35,24,36,37,25,26,38,42,2,3,43,40]",65.28,27.78,35.46,41.67
"[0,8,48,51,11,50,10,9,49,54,46,47,55,52,44,45,53,59,67,64,56,57,65,66,58,60,20,21,61,62,22,23,63,12,4,7,15,14,6,1,5,39,41,27,31,13,19,18,30,29,17,16,28,34,70,69,33,32,68,71,35,24,36,37,25,26,38,42,2,3,43,40]",65.28,27.78,35.38,41.67
"[0,6,14,15,7,10,50,51,11,8,48,49,9,54,46,47,55,52,44,45,59,53,67,64,56,57,65,66,58,60,20,61,21,22,62,63,23,12,4,1,5,39,41,27,31,13,19,18,30,29,17,16,28,34,70,69,33,32,68,71,35,24,36,37,25,26,38,42,2,3,43,40]",65.28,29.17,35.38,38.89
"[0,8,48,51,11,10,50,9,49,54,46,47,55,52,44,45,53,59,67,64,56,57,65,66,58,60,20,21,61,62,22,23,63,12,4,7,15,14,6,1,5,41,39,27,31,19,13,18,30,29,17,16,28,34,70,69,33,32,68,71,35,24,36,37,25,26,38,42,2,3,43,40]",65.28,27.78,35.30,41.67
"[0,8,48,51,11,10,50,49,9,54,46,47,55,52,44,45,53,59,67,64,56,57,65,66,58,60,20,21,61,62,22,23,63,12,4,7,15,14,6,5,1,39,41,27,31,19,13,18,30,29,17,16,28,34,70,69,33,32,68,71,35,24,36,37,25,26,38,42,2,3,43,40]",65.28,27.78,35.26,41.67
"[0,8,48,51,11,50,10,9,49,54,46,47,55,52,44,45,53,59,67,64,56,57,65,66,58,20,60,61,21,22,62,63,23,12,4,7,15,14,6,5,1,41,39,31,27,13,19,18,30,29,17,16,28,34,70,69,33,32,68,71,35,24,36,37,25,26,38,42,2,3,43,40]",65.28,27.78,35.11,40.28
"[0,6,14,15,7,10,50,51,11,8,48,9,49,54,46,47,55,52,44,45,53,59,67,64,56,57,65,66,58,60,20,61,21,22,62,63,23,12,4,5,1,41,39,27,31,13,19,18,30,29,17,16,28,34,70,69,33,32,68,71,35,24,36,37,25,26,38,42,2,3,43,40]",65.28,27.78,35.07,38.89
"[0,8,48,51,11,50,10,9,49,54,46,47,55,52,44,45,53,59,67,64,56,57,65,66,58,60,20,21,61,62,22,63,23,12,4,7,15,14,6,5,1,41,39,27,31,13,19,18,30,29,17,16,28,34,70,69,33,32,68,71,35,24,36,37,25,26,38,42,2,3,43,40]",65.28,27.78,35.03,38.89
"[0,8,48,51,11,50,10,9,49,54,46,47,55,52,44,45,53,59,67,64,56,57,65,66,58,20,60,61,21,22,62,63,23,12,4,7,15,14,6,5,1,41,39,31,27,19,13,18,30,29,17,16,28,34,70,69,33,32,68,71,35,24,36,37,25,26,38,42,2,3,43,40]",65.28,27.78,34.95,38.89
"[0,6,14,15,7,10,50,11,51,48,8,9,49,54,46,47,55,52,44,45,59,53,67,64,56,57,65,66,58,60,20,21,61,62,22,23,63,12,4,5,1,39,41,27,31,13,19,18,30,29,17,16,28,34,70,69,33,32,68,71,35,24,36,37,25,26,38,42,2,3,43,40]",65.28,27.78,34.80,40.28
"[0,6,14,15,7,10,50,11,51,48,8,9,49,46,54,55,47,44,52,59,53,45,67,64,56,57,65,66,58,60,20,21,61,62,22,63,23,12,4,1,5,13,19,18,30,29,17,16,28,34,70,69,33,32,68,71,35,36,24,25,37,38,26,27,31,41,39,42,2,3,43,40]",65.28,29.17,34.80,38.89
"[0,3,43,42,2,1,5,39,41,38,26,25,37,36,24,27,31,35,71,32,68,69,33,34,70,58,66,65,57,56,64,67,59,53,45,44,52,55,47,46,54,63,23,62,22,21,61,60,20,28,16,17,29,30,18,13,19,14,6,7,15,12,4,9,49,50,10,11,51,48,8,40]",65.28,30.56,34.61,40.28
"[0,6,14,15,7,50,10,11,51,48,8,9,49,54,46,47,55,52,44,45,53,59,67,64,56,57,65,66,58,60,20,21,61,62,22,23,63,12,4,5,1,39,41,27,31,19,13,18,30,29,17,16,28,34,70,69,33,32,68,71,35,24,36,37,25,26,38,42,2,3,43,40]",65.28,26.39,34.45,40.28
"[0,1,8,48,51,11,50,10,9,49,46,54,55,47,44,52,53,45,59,67,64,56,57,65,66,58,60,20,21,61,62,22,63,23,12,4,7,15,14,6,5,39,31,27,19,13,18,30,29,17,16,28,34,70,69,33,32,68,71,35,24,36,37,25,26,38,41,42,2,3,43,40]",65.28,29.17,34.39,37.50
"[0,8,48,51,11,10,50,49,9,54,46,47,55,52,44,45,53,59,67,64,56,57,65,66,58,60,20,21,61,62,22,23,63,12,4,7,15,14,6,1,5,39,41,31,27,13,19,18,30,29,17,16,28,34,70,69,33,32,68,71,35,24,36,37,25,26,38,42,2,3,43,40]",65.28,26.39,34.10,40.28
"[0,8,48,51,11,50,10,9,49,54,46,47,55,52,44,45,59,53,67,64,56,57,65,66,58,20,60,61,21,22,62,63,23,12,4,7,15,14,6,5,1,41,39,31,27,13,19,18,30,29,17,16,28,34,70,69,33,32,68,71,35,24,36,37,25,26,38,42,2,3,43,40]",65.28,27.78,34.07,38.89
"[0,8,48,51,11,10,50,49,9,54,46,47,55,52,44,45,53,59,67,64,56,57,65,66,58,60,20,21,61,62,22,23,63,12,4,7,15,14,6,5,1,39,41,31,27,13,19,18,30,29,17,16,28,34,70,69,33,32,68,71,35,24,36,37,25,26,38,42,2,3,43,40]",65.28,26.39,34.07,40.28
"[0,8,48,51,11,50,10,9,49,46,54,47,55,52,44,45,53,59,67,64,56,57,65,66,58,60,20,21,61,62,22,23,63,12,4,7,15,14,6,1,5,39,31,27,19,13,18,30,29,17,16,28,34,70,69,33,32,68,71,35,24,36,37,25,26,38,41,42,2,3,43,40]",65.28,26.39,34.01,40.28
"[0,8,48,11,51,50,10,9,49,54,46,47,55,52,44,45,53,59,67,64,56,57,65,66,58,60,20,21,61,62,22,23,63,12,4,7,15,14,6,5,1,41,39,27,31,19,13,18,30,29,17,16,28,34,70,69,33,32,68,71,35,24,36,37,25,26,38,42,2,3,43,40]",65.28,26.39,33.99,40.28
"[0,8,48,51,11,10,50,49,9,54,46,47,55,52,44,45,53,59,67,64,56,57,65,66,58,60,20,21,61,62,22,23,63,12,4,7,15,14,6,1,5,41,39,27,31,19,13,18,30,29,17,16,28,34,70,69,33,32,68,71,35,24,36,37,25,26,38,42,2,3,43,40]",65.28,26.39,33.95,40.28
"[0,8,48,51,11,10,50,49,9,54,46,47,55,52,44,45,53,59,67,64,56,57,65,66,58,60,20,21,61,62,22,23,63,12,4,7,15,14,6,1,5,39,41,31,27,19,13,18,30,29,17,16,28,34,70,69,33,32,68,71,35,24,36,37,25,26,38,42,2,3,43,40]",65.28,26.39,33.95,40.28
"[0,8,48,51,11,50,10,9,49,54,46,47,55,52,44,45,53,59,67,64,56,57,65,66,58,60,20,21,61,62,22,23,63,12,4,7,15,14,6,5,1,13,19,27,31,30,18,29,17,16,28,34,70,69,33,32,68,71,35,24,36,37,25,26,38,39,41,42,2,3,43,40]",65.28,26.39,33.80,40.28
"[0,8,48,51,11,10,50,49,9,54,46,47,55,52,44,45,53,59,67,64,56,57,65,66,58,60,20,21,61,62,22,63,23,12,4,7,15,14,6,5,1,41,39,31,27,13,19,18,30,29,17,16,28,34,70,69,33,32,68,71,35,24,36,37,25,26,38,42,2,3,43,40]",65.28,26.39,33.76,38.89
"[0,6,14,15,7,10,50,51,11,8,48,49,9,54,46,47,55,52,44,45,53,59,67,64,56,57,65,66,58,60,20,21,61,62,22,63,23,12,4,1,5,13,19,31,27,30,18,17,29,16,28,34,70,69,33,32,68,71,35,24,36,37,25,26,38,41,39,42,2,3,43,40]",65.28,26.39,33.68,37.50
"[0,8,48,51,11,10,50,49,9,54,46,47,55,52,44,45,53,59,67,64,56,57,65,66,58,60,20,61,21,22,62,63,23,12,4,7,15,14,6,5,1,41,39,31,27,19,13,18,30,29,17,16,28,34,70,69,33,32,68,71,35,24,36,37,25,26,38,42,2,3,43,40]",65.28,26.39,33.64,37.50
"[0,6,14,15,7,10,50,11,51,48,8,9,49,54,46,47,55,52,44,45,53,59,67,64,56,57,65,66,58,60,20,21,61,62,22,23,63,12,4,5,1,41,39,27,31,19,13,18,30,29,17,16,28,34,70,69,33,32,68,71,35,24,36,37,25,26,38,42,2,3,43,40]",65.28,25.00,33.14,38.89
"[0,8,48,51,11,10,50,49,9,54,46,47,55,52,44,45,59,53,67,64,56,57,65,66,58,60,20,21,61,62,22,23,63,12,4,7,15,14,6,1,5,39,41,31,27,13,19,18,30,29,17,16,28,34,70,69,33,32,68,71,35,24,36,37,25,26,38,42,2,3,43,40]",65.28,26.39,33.06,38.89
"[0,8,48,51,11,10,50,49,9,54,46,47,55,52,44,45,59,53,67,64,56,57,65,66,58,60,20,21,61,62,22,23,63,12,4,7,15,14,6,1,5,39,41,31,27,19,13,18,30,29,17,16,28,34,70,69,33,32,68,71,35,24,36,37,25,26,38,42,2,3,43,40]",65.28,26.39,32.91,38.89
"[0,48,8,11,51,50,10,9,49,54,46,47,55,52,44,45,53,59,67,64,56,57,65,66,58,60,20,21,61,62,22,23,63,12,4,7,15,14,6,1,5,13,19,31,27,30,18,17,29,28,16,34,70,69,33,32,68,71,35,24,36,37,25,26,38,39,41,42,2,3,43,40]",65.28,26.39,32.83,38.89
"[0,8,48,51,11,10,50,49,9,54,46,47,55,52,44,45,53,59,67,64,56,57,65,66,58,60,20,21,61,62,22,23,63,12,4,7,15,14,6,1,5,41,39,31,27,13,19,18,30,29,17,16,28,34,70,69,33,32,68,71,35,24,36,37,25,26,38,42,2,3,43,40]",65.28,25.00,32.75,38.89
"[0,8,48,51,11,50,10,9,49,54,46,47,55,52,44,45,53,59,67,64,56,57,65,66,58,60,20,21,61,62,22,23,63,12,4,7,15,14,6,5,1,41,39,27,31,19,13,18,30,29,17,16,28,34,70,69,33,32,68,71,35,24,36,37,25,26,38,42,2,3,43,40]",65.28,25.00,32.64,38.89
"[0,6,14,15,7,10,50,51,11,48,8,9,49,54,46,47,55,52,44,45,59,53,67,64,56,57,65,66,58,60,20,21,61,62,22,23,63,12,4,1,5,39,41,31,27,19,13,18,30,29,17,16,28,34,70,69,33,32,68,71,35,24,36,37,25,26,38,42,2,3,43,40]",65.28,25.00,32.10,37.50
"[0,3,43,42,2,1,5,48,8,11,51,50,10,9,49,54,46,47,55,52,44,45,53,59,67,64,56,57,65,66,58,60,20,21,61,62,22,23,63,4,12,15,7,6,14,13,19,27,31,30,18,17,29,28,16,34,70,69,33,32,68,71,35,24,36,37,25,26,38,41,39,40]",65.28,25.00,31.48,37.50
"[0,8,48,51,11,50,10,9,49,54,46,47,55,52,44,45,53,59,67,64,56,57,65,66,58,60,20,21,61,62,22,23,63,12,4,7,15,14,6,5,1,41,39,31,27,13,19,18,30,29,17,16,28,34,70,69,33,32,68,71,35,24,36,37,25,26,38,42,2,3,43,40]",65.28,23.61,31.44,37.50
